0	0	0
20	0.766	0.78
25	2.839	2.867
30	4.99	5.116
40	7.857	8.437
60	9.14	11.043
80	9.071	11.741
100	8.705	11.667
120	8.443	11.809
150	7.306	10.9
200	6.411	10.669
250	5.428	10.079
300	4.522	9.733
350	4.266	9.688
400	3.475	9.092
500	2.935	8.952
600	2.404	8.295
700	2.137	8.357
800	1.951	8.056
900	1.895	7.995
1000	1.637	7.526
1200	1.462	7.294
1400	1.272	6.976
1600	1.254	6.955
1800	0.962	6.601
2000	1.024	6.49
2500	0.839	6.179
3000	0.643	6.151
4000	0.461	5.708
