 50
   1.09861 -10.11792   1.38629  -8.71138   1.60944  -8.02158   1.79176  -7.59254
   1.94591  -7.29371   2.07944  -7.06992   2.19722  -6.89385   2.30259  -6.75075
   2.39790  -6.63164   2.48491  -6.53069   2.56495  -6.44402   2.63906  -6.36776
   2.70805  -6.30017   2.77259  -6.23941   2.89037  -6.13580   2.99573  -6.04952
   3.09104  -5.97598   3.17805  -5.91228   3.25810  -5.85623   3.33220  -5.80681
   3.40120  -5.76258   3.68888  -5.59430   3.91202  -5.47912   4.09434  -5.39351
   4.38203  -5.27148   4.60517  -5.18624   5.01064  -5.04958   5.29832  -4.96528
   5.70378  -4.86252   5.99146  -4.80082   6.21461  -4.75890   6.39693  -4.72836
   6.68461  -4.68605   6.90776  -4.65804   7.31322  -4.61643   7.60090  -4.59324
   8.00637  -4.56787   8.29405  -4.55353   8.51719  -4.54408   8.69951  -4.53751
   8.98720  -4.52914   9.21034  -4.52359   9.61581  -4.51624   9.90349  -4.51259
  10.30895  -4.50804  10.59663  -4.50532  10.81978  -4.50442  11.00210  -4.50261
  11.28978  -4.50171  11.51293  -4.50081
 50
   1.09861  -9.42477   1.38629  -8.01793   1.60944  -7.32859   1.79176  -6.89979
   1.94591  -6.60027   2.07944  -6.37654   2.19722  -6.20071   2.30259  -6.05803
   2.39790  -5.93887   2.48491  -5.83789   2.56495  -5.75087   2.63906  -5.67461
   2.70805  -5.60702   2.77259  -5.54652   2.89037  -5.44265   2.99573  -5.35637
   3.09104  -5.28264   3.17805  -5.21895   3.25810  -5.16326   3.33220  -5.11383
   3.40120  -5.06959   3.68888  -4.90129   3.91202  -4.78621   4.09434  -4.70091
   4.38203  -4.58048   4.60517  -4.49632   5.01064  -4.36537   5.29832  -4.28672
   5.70378  -4.19372   5.99146  -4.14018   6.21461  -4.10439   6.39693  -4.07867
   6.68461  -4.04384   6.90776  -4.02128   7.31322  -3.98782   7.60090  -3.96965
   8.00637  -3.94972   8.29405  -3.93837   8.51719  -3.93172   8.69951  -3.92663
   8.98720  -3.92006   9.21034  -3.91603   9.61581  -3.91052   9.90349  -3.90753
  10.30895  -3.90455  10.59663  -3.90257  10.81978  -3.90108  11.00210  -3.90059
  11.28978  -3.89960  11.51293  -3.89911
 50
   1.09861  -9.01972   1.38629  -7.61257   1.60944  -6.92307   1.79176  -6.49366
   1.94591  -6.19530   2.07944  -5.97127   2.19722  -5.79524   2.30259  -5.65242
   2.39790  -5.53328   2.48491  -5.43231   2.56495  -5.34562   2.63906  -5.26915
   2.70805  -5.20155   2.77259  -5.14097   2.89037  -5.03734   2.99573  -4.95091
   3.09104  -4.87724   3.17805  -4.81367   3.25810  -4.75786   3.33220  -4.70842
   3.40120  -4.66418   3.68888  -4.49632   3.91202  -4.38203   4.09434  -4.29695
   4.38203  -4.17794   4.60517  -4.09595   5.01064  -3.96754   5.29832  -3.89124
   5.70378  -3.79959   5.99146  -3.74524   6.21461  -3.70786   6.39693  -3.68051
   6.68461  -3.64238   6.90776  -3.61674   7.31322  -3.57805   7.60090  -3.55575
   8.00637  -3.53085   8.29405  -3.51661   8.51719  -3.50756   8.69951  -3.50124
   8.98720  -3.49265   9.21034  -3.48741   9.61581  -3.47959   9.90349  -3.47538
  10.30895  -3.47119  10.59663  -3.46862  10.81978  -3.46702  11.00210  -3.46574
  11.28978  -3.46478  11.51293  -3.46382
 50
   1.09861  -8.73162   1.38629  -7.32479   1.60944  -6.63544   1.79176  -6.20614
   1.94591  -5.90749   2.07944  -5.68369   2.19722  -5.50780   2.30259  -5.36467
   2.39790  -5.24554   2.48491  -5.14474   2.56495  -5.05788   2.63906  -4.98132
   2.70805  -4.91387   2.77259  -4.85338   2.89037  -4.74962   2.99573  -4.66322
   3.09104  -4.58930   3.17805  -4.52636   3.25810  -4.47064   3.33220  -4.42118
   3.40120  -4.37724   3.68888  -4.20976   3.91202  -4.09535   4.09434  -4.01184
   4.38203  -3.89369   4.60517  -3.81263   5.01064  -3.68608   5.29832  -3.60970
   5.70378  -3.51829   5.99146  -3.46414   6.21461  -3.42713   6.39693  -3.40010
   6.68461  -3.36303   6.90776  -3.33822   7.31322  -3.30144   7.60090  -3.28049
   8.00637  -3.25762   8.29405  -3.24471   8.51719  -3.23653   8.69951  -3.23070
   8.98720  -3.22313   9.21034  -3.21813   9.61581  -3.21140   9.90349  -3.20769
  10.30895  -3.20399  10.59663  -3.20153  10.81978  -3.20030  11.00210  -3.19932
  11.28978  -3.19834  11.51293  -3.19760
 50
   1.09861  -8.50873   1.38629  -7.10170   1.60944  -6.41245   1.79176  -5.98310
   1.94591  -5.68427   2.07944  -5.46037   2.19722  -5.28461   2.30259  -5.14148
   2.39790  -5.02251   2.48491  -4.92153   2.56495  -4.83471   2.63906  -4.75820
   2.70805  -4.69073   2.77259  -4.63028   2.89037  -4.52636   2.99573  -4.44050
   3.09104  -4.36694   3.17805  -4.30285   3.25810  -4.24750   3.33220  -4.19837
   3.40120  -4.15409   3.68888  -3.98729   3.91202  -3.87376   4.09434  -3.79025
   4.38203  -3.67261   4.60517  -3.59212   5.01064  -3.46606   5.29832  -3.38996
   5.70378  -3.29954   5.99146  -3.24599   6.21461  -3.21016   6.39693  -3.18399
   6.68461  -3.14795   6.90776  -3.12425   7.31322  -3.08938   7.60090  -3.06959
   8.00637  -3.04829   8.29405  -3.03593   8.51719  -3.02846   8.69951  -3.02310
   8.98720  -3.01593   9.21034  -3.01146   9.61581  -3.00538   9.90349  -3.00175
  10.30895  -2.99834  10.59663  -2.99613  10.81978  -2.99493  11.00210  -2.99413
  11.28978  -2.99314  11.51293  -2.99254
 50
   1.09861  -8.32616   1.38629  -6.91932   1.60944  -6.22972   1.79176  -5.80084
   1.94591  -5.50190   2.07944  -5.27812   2.19722  -5.10226   2.30259  -4.95928
   2.39790  -4.84013   2.48491  -4.73927   2.56495  -4.65247   2.63906  -4.57561
   2.70805  -4.50804   2.77259  -4.44817   2.89037  -4.34435   2.99573  -4.25804
   3.09104  -4.18449   3.17805  -4.12089   3.25810  -4.06576   3.33220  -4.01627
   3.40120  -3.97230   3.68888  -3.80586   3.91202  -3.69289   4.09434  -3.60970
   4.38203  -3.49298   4.60517  -3.41307   5.01064  -3.28769   5.29832  -3.21289
   5.70378  -3.12425   5.99146  -3.07261   6.21461  -3.03822   6.39693  -3.01308
   6.68461  -2.97907   6.90776  -2.95690   7.31322  -2.92397   7.60090  -2.90571
   8.00637  -2.88598   8.29405  -2.87458   8.51719  -2.86751   8.69951  -2.86260
   8.98720  -2.85614   9.21034  -2.85198   9.61581  -2.84645   9.90349  -2.84318
  10.30895  -2.84010  10.59663  -2.83804  10.81978  -2.83702  11.00210  -2.83617
  11.28978  -2.83532  11.51293  -2.83480
 50
   1.09861  -8.17219   1.38629  -6.76539   1.60944  -6.07572   1.79176  -5.64674
   1.94591  -5.34772   2.07944  -5.12403   2.19722  -4.94808   2.30259  -4.80509
   2.39790  -4.68605   2.48491  -4.58537   2.56495  -4.49811   2.63906  -4.42202
   2.70805  -4.35441   2.77259  -4.29402   2.89037  -4.19042   2.99573  -4.10439
   3.09104  -4.03081   3.17805  -3.96754   3.25810  -3.91202   3.33220  -3.86276
   3.40120  -3.81899   3.68888  -3.65313   3.91202  -3.54046   4.09434  -3.45777
   4.38203  -3.34133   4.60517  -3.26178   5.01064  -3.13730   5.29832  -3.06294
   5.70378  -2.97554   5.99146  -2.92471   6.21461  -2.89065   6.39693  -2.86611
   6.68461  -2.83293   6.90776  -2.81108   7.31322  -2.77917   7.60090  -2.76145
   8.00637  -2.74218   8.29405  -2.73106   8.51719  -2.72433   8.69951  -2.71962
   8.98720  -2.71326   9.21034  -2.70935   9.61581  -2.70396   9.90349  -2.70083
  10.30895  -2.69785  10.59663  -2.69592  10.81978  -2.69489  11.00210  -2.69415
  11.28978  -2.69326  11.51293  -2.69267
 50
   1.09861  -8.03848   1.38629  -6.63164   1.60944  -5.94229   1.79176  -5.51324
   1.94591  -5.21434   2.07944  -4.99039   2.19722  -4.81453   2.30259  -4.67163
   2.39790  -4.55258   2.48491  -4.45159   2.56495  -4.36458   2.63906  -4.28817
   2.70805  -4.22127   2.77259  -4.16048   2.89037  -4.05705   2.99573  -3.97124
   3.09104  -3.89763   3.17805  -3.83460   3.25810  -3.77924   3.33220  -3.73012
   3.40120  -3.68648   3.68888  -3.52066   3.91202  -3.40852   4.09434  -3.32590
   4.38203  -3.20992   4.60517  -3.13086   5.01064  -3.00740   5.29832  -2.93445
